ward_id,city,district,ward,city_title,dist_title,ward_title,area_sqm,total,urban,rural,pop_density
VNM.27.14.10_1,HàNội,HoànKiếm,HàngĐào,ThànhPhố,Quận,Phường,53630.42658894646,5393,5393.0,,100559.0
VNM.27.14.17_1,HàNội,HoànKiếm,TrầnHưngĐạo,ThànhPhố,Quận,Phường,477877.37803269457,7039,7039.0,,14730.0
VNM.27.25.4_1,HàNội,TâyHồ,QuảngAn,ThànhPhố,Quận,Phường,3791341.5779486727,10290,10290.0,,2714.0
VNM.27.16.7_1,HàNội,LongBiên,NgọcLâm,ThànhPhố,Quận,Phường,890134.1287963076,23923,23923.0,,26876.0
VNM.27.16.6_1,HàNội,LongBiên,LongBiên,ThànhPhố,Quận,Phường,8260700.245747167,22028,22028.0,,2667.0
VNM.27.12.11_1,HàNội,HaiBàTrưng,NgôThìNhậm,ThànhPhố,Quận,Phường,189225.7648074304,5013,5013.0,,26492.0
VNM.27.12.20_1,HàNội,HaiBàTrưng,VĩnhTuy,ThànhPhố,Quận,Phường,1542530.3776495985,51644,51644.0,,33480.0
VNM.27.15.2_1,HàNội,HoàngMai,ĐịnhCông,ThànhPhố,Quận,Phường,2772402.745222559,48671,48671.0,,17556.0
VNM.27.15.9_1,HàNội,HoàngMai,ThịnhLiệt,ThànhPhố,Quận,Phường,2981930.1184394625,40286,40286.0,,13510.0
VNM.27.15.4_1,HàNội,HoàngMai,HoàngLiệt,ThànhPhố,Quận,Phường,5447698.622772667,78845,78845.0,,14473.0
VNM.27.23.5_1,HàNội,SócSơn,HồngKỳ,ThànhPhố,Huyện,Xã,14424946.368330397,12559,,12559.0,871.0
VNM.27.23.1_1,HàNội,SócSơn,BắcPhú,ThànhPhố,Huyện,Xã,11598684.823807023,11572,,11572.0,998.0
VNM.27.9.19_1,HàNội,ĐôngAnh,VânNội,ThànhPhố,Huyện,Xã,6903271.265186666,12836,,12836.0,1859.0
VNM.27.9.21_1,HàNội,ĐôngAnh,VĩnhNgọc,ThànhPhố,Huyện,Xã,9288935.845545832,15905,,15905.0,1712.0
VNM.27.10.12_1,HàNội,GiaLâm,KimSơn,ThànhPhố,Huyện,Xã,6390991.73574318,13465,,13465.0,2107.0
VNM.27.10.6_1,HàNội,GiaLâm,ĐôngDư,ThànhPhố,Huyện,Xã,3885639.834108754,6231,,6231.0,1604.0
VNM.27.19.9_1,HàNội,NamTừLiêm,TrungVăn,ThànhPhố,Quận,Phường,2882965.4054569993,41293,41293.0,,14323.0
VNM.27.28.8_1,HàNội,ThanhTrì,TảThanhOai,ThànhPhố,Huyện,Xã,8014284.874235558,39492,,39492.0,4928.0
VNM.27.28.2_1,HàNội,ThanhTrì,ĐôngMỹ,ThànhPhố,Huyện,Xã,2846645.429110173,9085,,9085.0,3191.0
VNM.27.2.5_1,HàNội,BắcTừLiêm,LiênMạc,ThànhPhố,Quận,Phường,4847260.017530299,10529,10529.0,,2172.0
VNM.27.18.5_1,HàNội,MêLinh,KimHoa,ThànhPhố,Huyện,Xã,7982089.253015268,11599,,11599.0,1453.0
VNM.27.18.13_1,HàNội,MêLinh,TiếnThắng,ThànhPhố,Huyện,Xã,8681703.831039287,14930,,14930.0,1720.0
VNM.27.18.8_1,HàNội,MêLinh,QuangMinh,ThànhPhố,Huyện,ThịTrấn,8875906.751068115,24639,24639.0,,2776.0
VNM.27.18.14_1,HàNội,MêLinh,TiếnThịnh,ThànhPhố,Huyện,Xã,6135406.0457555335,11418,,11418.0,1861.0
VNM.27.18.18_1,HàNội,MêLinh,VănKhê,ThànhPhố,Huyện,Xã,13928498.959903968,15558,,15558.0,1117.0
VNM.27.11.9_1,HàNội,HàĐông,PhúLa,ThànhPhố,Quận,Phường,1728728.1935698707,24038,24038.0,,13905.0
VNM.27.11.10_1,HàNội,HàĐông,PhúLãm,ThànhPhố,Quận,Phường,2733569.0010809195,15608,15608.0,,5710.0
VNM.27.4.4_1,HàNội,BaVì,CổĐô,ThànhPhố,Huyện,Xã,6789272.867454017,8211,,8211.0,1209.0
VNM.27.4.6_1,HàNội,BaVì,ChâuSơn,ThànhPhố,Huyện,Xã,3695052.71712818,4661,,4661.0,1261.0
VNM.27.4.29_1,HàNội,BaVì,VậtLại,ThànhPhố,Huyện,Xã,14447562.708937373,13932,,13932.0,964.0
VNM.27.4.12_1,HàNội,BaVì,MinhQuang,ThànhPhố,Huyện,Xã,28480827.15124291,12635,,12635.0,444.0
VNM.27.21.14_1,HàNội,PhúcThọ,ThọLộc,ThànhPhố,Huyện,Xã,3781713.3378642425,8804,,8804.0,2328.0
VNM.27.21.15_1,HàNội,PhúcThọ,ThanhĐa,ThànhPhố,Huyện,Xã,4699100.595568189,7280,,7280.0,1549.0
VNM.27.8.7_1,HàNội,ĐanPhượng,LiênTrung,ThànhPhố,Huyện,Xã,4461039.929059736,8100,,8100.0,1816.0
VNM.27.13.19_1,HàNội,HoàiĐức,VânCôn,ThànhPhố,Huyện,Xã,6469778.907730385,14115,,14115.0,2182.0
VNM.27.26.9_1,HàNội,ThạchThất,ĐồngTrúc,ThànhPhố,Huyện,Xã,6448534.254898139,7326,,7326.0,1136.0
VNM.27.6.1_1,HàNội,ChươngMỹ,ChúcSơn,ThànhPhố,Huyện,ThịTrấn,3622128.5000008126,14177,14177.0,,3914.0
VNM.27.6.32_1,HàNội,ChươngMỹ,XuânMai,ThànhPhố,Huyện,ThịTrấn,9017285.852662805,22252,22252.0,,2468.0
VNM.27.27.5_1,HàNội,ThanhOai,CaoViên,ThànhPhố,Huyện,Xã,7402184.5676494045,19726,,19726.0,2665.0
VNM.27.27.9_1,HàNội,ThanhOai,KimAn,ThànhPhố,Huyện,Xã,3069272.2548515312,3597,,3597.0,1172.0
VNM.27.30.3_1,HàNội,ThườngTín,DuyênThái,ThànhPhố,Huyện,Xã,4138156.6501358175,12037,,12037.0,2909.0
VNM.27.30.11_1,HàNội,ThườngTín,MinhCường,ThànhPhố,Huyện,Xã,4732778.42768577,9535,,9535.0,2015.0
VNM.27.20.8_1,HàNội,PhúXuyên,HoàngLong,ThànhPhố,Huyện,Xã,10555594.987027166,10425,,10425.0,988.0
VNM.27.20.16_1,HàNội,PhúXuyên,PhúYên,ThànhPhố,Huyện,Xã,4118375.997325349,5586,,5586.0,1356.0
VNM.27.17.6_1,HàNội,MỹĐức,ĐạiNghĩa,ThànhPhố,Huyện,ThịTrấn,4905020.1194328815,8015,8015.0,,1634.0
VNM.27.17.4_1,HàNội,MỹĐức,BộtXuyên,ThànhPhố,Huyện,Xã,5699505.746985017,8138,,8138.0,1428.0
VNM.27.17.14_1,HàNội,MỹĐức,LêThanh,ThànhPhố,Huyện,Xã,7335569.826985923,12770,,12770.0,1741.0
VNM.26.3.8_1,HàGiang,ĐồngVăn,PhốCáo,Tỉnh,Huyện,Xã,38230855.82446305,6337,,6337.0,166.0
VNM.26.3.14_1,HàGiang,ĐồngVăn,SínhLủng,Tỉnh,Huyện,Xã,19902213.496305563,3716,,3716.0,187.0
VNM.26.9.13_1,HàGiang,VịXuyên,PhúLinh,Tỉnh,Huyện,Xã,46183298.8414835,5580,,5580.0,121.0
VNM.26.5.25_1,HàGiang,HoàngSuPhì,VinhQuang,Tỉnh,Huyện,ThịTrấn,5063556.433161509,5144,5144.0,,1016.0
VNM.26.5.2_1,HàGiang,HoàngSuPhì,BảnMáy,Tỉnh,Huyện,Xã,30554168.627342496,2362,,2362.0,77.0
VNM.26.10.1_1,HàGiang,XínMần,BảnDíu,Tỉnh,Huyện,Xã,17757529.848931227,4699,,4699.0,265.0
VNM.26.2.3_1,HàGiang,BắcQuang,ĐồngTiến,Tỉnh,Huyện,Xã,35838538.91420587,2289,,2289.0,64.0
VNM.26.2.16_1,HàGiang,BắcQuang,TiênKiều,Tỉnh,Huyện,Xã,56102164.681097634,4192,,4192.0,75.0
VNM.26.2.20_1,HàGiang,BắcQuang,VĩnhHảo,Tỉnh,Huyện,Xã,65261143.0955461,5131,,5131.0,79.0
VNM.14.3.9_1,CaoBằng,CaoBằng,SôngHiến,Tỉnh,ThànhPhố,Phường,8612539.408338849,11507,11507.0,,1336.0
VNM.14.2.14_1,CaoBằng,BảoLâm,YênThổ,Tỉnh,Huyện,Xã,76066759.50612108,5541,,5541.0,73.0
VNM.14.1.1_1,CaoBằng,BảoLạc,BảoLạc,Tỉnh,Huyện,ThịTrấn,11080711.30128909,4771,4771.0,,431.0
VNM.14.1.7_1,CaoBằng,BảoLạc,HồngTrị,Tỉnh,Huyện,Xã,40542462.622618824,3368,,3368.0,83.0
VNM.14.11.3_1,CaoBằng,ThôngNông,CầnYên,Tỉnh,Huyện,Xã,22254248.115407083,1750,,1750.0,79.0
VNM.14.11.11_1,CaoBằng,ThôngNông,YênSơn,Tỉnh,Huyện,Xã,30013940.574646182,1174,,1174.0,39.0
VNM.14.5.11_1,CaoBằng,HàQuảng,QuýQuân,Tỉnh,Huyện,Xã,27390017.183056086,1340,,1340.0,49.0
VNM.14.12.3_1,CaoBằng,TràLĩnh,HùngQuốc,Tỉnh,Huyện,ThịTrấn,15646335.122008298,5127,5127.0,,328.0
VNM.14.12.4_1,CaoBằng,TràLĩnh,LưuNgọc,Tỉnh,Huyện,Xã,21201189.317186058,963,,963.0,45.0
VNM.14.13.14_1,CaoBằng,TrùngKhánh,NgọcKhê,Tỉnh,Huyện,Xã,28742313.67966495,2511,,2511.0,87.0
VNM.14.9.8_1,CaoBằng,QuảngUyên,HồngQuang,Tỉnh,Huyện,Xã,28608814.02517129,2316,,2316.0,81.0
VNM.14.9.9_1,CaoBằng,QuảngUyên,HoàngHải,Tỉnh,Huyện,Xã,24537531.628368534,1716,,1716.0,70.0
VNM.14.6.18_1,CaoBằng,HoàAn,NướcHai,Tỉnh,Huyện,ThịTrấn,1099957.5028081094,3858,3858.0,,3507.0
VNM.14.6.13_1,CaoBằng,HoàAn,HoàngTung,Tỉnh,Huyện,Xã,24797097.874056265,3291,,3291.0,133.0
VNM.14.7.19_1,CaoBằng,NguyênBình,VũNông,Tỉnh,Huyện,Xã,28607565.42487987,1888,,1888.0,66.0
VNM.14.7.10_1,CaoBằng,NguyênBình,PhanThanh,Tỉnh,Huyện,Xã,83652239.67002407,3150,,3150.0,38.0
VNM.14.7.16_1,CaoBằng,NguyênBình,ThànhCông,Tỉnh,Huyện,Xã,81733530.89202853,2959,,2959.0,36.0
VNM.4.7.3_1,BắcKạn,PácNặm,BộcBố,Tỉnh,Huyện,Xã,53149194.595924534,4935,,4935.0,93.0
VNM.4.6.10_1,BắcKạn,NgânSơn,TrungHoà,Tỉnh,Huyện,Xã,38466755.72895986,1346,,1346.0,35.0
VNM.4.1.6_1,BắcKạn,BạchThông,LụcBình,Tỉnh,Huyện,Xã,29235368.12936438,2260,,2260.0,77.0
VNM.4.3.8_1,BắcKạn,ChợĐồn,ĐôngViên,Tỉnh,Huyện,Xã,21569575.093900166,1936,,1936.0,90.0
VNM.4.3.12_1,BắcKạn,ChợĐồn,NghĩaTá,Tỉnh,Huyện,Xã,40253867.534886755,1491,,1491.0,37.0
VNM.4.5.1_1,BắcKạn,NaRì,ÂnTình,Tỉnh,Huyện,Xã,22297943.320240386,944,,944.0,42.0
VNM.60.4.8_1,TuyênQuang,NàHang,SơnPhú,Tỉnh,Huyện,Xã,128158313.83272438,2932,,2932.0,23.0
VNM.60.1.10_1,TuyênQuang,ChiêmHóa,MinhQuang,Tỉnh,Huyện,Xã,38658410.86102971,5801,,5801.0,150.0
VNM.60.1.18_1,TuyênQuang,ChiêmHóa,TânThịnh,Tỉnh,Huyện,Xã,18132618.51375934,3576,,3576.0,197.0
VNM.60.7.27_1,TuyênQuang,YênSơn,TrungMinh,Tỉnh,Huyện,Xã,64905693.57247386,2293,,2293.0,35.0
VNM.60.7.28_1,TuyênQuang,YênSơn,TrungMôn,Tỉnh,Huyện,Xã,12044520.531524193,9104,,9104.0,756.0
VNM.60.7.1_1,TuyênQuang,YênSơn,ChânSơn,Tỉnh,Huyện,Xã,27110430.22291494,4722,,4722.0,174.0
VNM.60.5.5_1,TuyênQuang,SơnDương,ĐồngQuý,Tỉnh,Huyện,Xã,13205287.476407502,2995,,2995.0,227.0
VNM.38.5.2_1,LàoCai,LàoCai,BắcLệnh,Tỉnh,ThànhPhố,Phường,3695501.390127978,5198,5198.0,,1407.0
VNM.38.6.4_1,LàoCai,MườngKhương,DìnChin,Tỉnh,Huyện,Xã,29751963.980823338,3711,,3711.0,125.0
VNM.38.6.6_1,LàoCai,MườngKhương,LùngKhấuNhin,Tỉnh,Huyện,Xã,29510236.794385925,3126,,3126.0,106.0
VNM.38.6.15_1,LàoCai,MườngKhương,ThanhBình,Tỉnh,Huyện,Xã,39389854.35637931,3522,,3522.0,89.0
VNM.38.3.9_1,LàoCai,BắcHà,HoàngThuPhố,Tỉnh,Huyện,Xã,34751424.46520093,3298,,3298.0,95.0
VNM.38.3.5_1,LàoCai,BắcHà,BảoNhai,Tỉnh,Huyện,Xã,62456501.91672825,6400,,6400.0,102.0
VNM.38.9.19_1,LàoCai,VănBàn,TânAn,Tỉnh,Huyện,Xã,31975862.143863846,3936,,3936.0,123.0
VNM.20.9.3_1,ĐiệnBiên,MườngLay,SôngĐà,Tỉnh,ThịXã,Phường,30504481.244481545,972,972.0,,32.0
VNM.20.5.11_1,ĐiệnBiên,MườngChà,SaLông,Tỉnh,Huyện,Xã,84851128.60119812,3487,,3487.0,41.0
VNM.20.8.12_1,ĐiệnBiên,TủaChùa,XínChải,Tỉnh,Huyện,Xã,92166040.5893107,4840,,4840.0,53.0
VNM.20.8.3_1,ĐiệnBiên,TủaChùa,MườngBáng,Tỉnh,Huyện,Xã,68197573.63602796,9766,,9766.0,143.0
VNM.20.10.1_1,ĐiệnBiên,TuầnGiáo,ChiềngĐông,Tỉnh,Huyện,Xã,28366934.498271137,5687,,5687.0,200.0
VNM.20.3.4_1,ĐiệnBiên,ĐiệnBiên,MườngNhà,Tỉnh,Huyện,Xã,113147713.7865891,4340,,4340.0,38.0
VNM.20.3.9_1,ĐiệnBiên,ĐiệnBiên,NaTông,Tỉnh,Huyện,Xã,161372332.37582126,4614,,4614.0,29.0
VNM.20.1.7_1,ĐiệnBiên,ĐiệnBiênĐông,NaSon,Tỉnh,Huyện,Xã,71283352.15283343,3889,,3889.0,55.0
VNM.20.7.8_1,ĐiệnBiên,NậmPồ,NàBủng,Tỉnh,Huyện,Xã,78868192.41877258,5075,,5075.0,64.0
VNM.36.6.1_1,LaiChâu,TamĐường,BảnBo,Tỉnh,Huyện,Xã,76584697.68336503,5091,,5091.0,66.0
VNM.36.5.11_1,LaiChâu,SìnHồ,NậmTăm,Tỉnh,Huyện,Xã,93354126.18068574,4563,,4563.0,49.0
VNM.36.5.4_1,LaiChâu,SìnHồ,LàngMô,Tỉnh,Huyện,Xã,122956717.30968225,3739,,3739.0,30.0
VNM.36.5.9_1,LaiChâu,SìnHồ,NậmHăn,Tỉnh,Huyện,Xã,91122792.37538378,5480,,5480.0,60.0
VNM.36.4.3_1,LaiChâu,PhongThổ,HoangThèn,Tỉnh,Huyện,Xã,62896220.38180039,3946,,3946.0,63.0
VNM.36.8.2_1,LaiChâu,ThanUyên,KhoenOn,Tỉnh,Huyện,Xã,100797161.93208767,4668,,4668.0,46.0
VNM.36.7.5_1,LaiChâu,TânUyên,PắcTa,Tỉnh,Huyện,Xã,96910336.52391747,6373,,6373.0,66.0
VNM.36.3.11_1,LaiChâu,NậmNhùn,TrungChải,Tỉnh,Huyện,Xã,82955139.43557276,1618,,1618.0,20.0
VNM.52.8.9_1,SơnLa,SơnLa,HuaLa,Tỉnh,ThànhPhố,Xã,41891830.697549194,8630,,8630.0,206.0
VNM.52.1.15_1,SơnLa,BắcYên,TàXùa,Tỉnh,Huyện,Xã,40683115.657927394,3120,,3120.0,77.0
VNM.52.5.18_1,SơnLa,PhùYên,SậpXa,Tỉnh,Huyện,Xã,26808407.722525846,2630,,2630.0,98.0
VNM.52.3.7_1,SơnLa,MaiSơn,ChiềngMai,Tỉnh,Huyện,Xã,21395056.792593185,4960,,4960.0,232.0
VNM.52.9.4_1,SơnLa,SôngMã,ChiềngKhoong,Tỉnh,Huyện,Xã,111260364.28501964,14709,,14709.0,132.0
VNM.52.7.7_1,SơnLa,SốpCộp,SốpCộp,Tỉnh,Huyện,Xã,44283585.358839795,7044,,7044.0,159.0
VNM.52.11.12_1,SơnLa,VânHồ,TôMúa,Tỉnh,Huyện,Xã,42908792.457307175,4713,,4713.0,110.0
VNM.63.8.5_1,YênBái,YênBái,HợpMinh,Tỉnh,ThànhPhố,Phường,9564346.974927338,4265,4265.0,,446.0
VNM.63.1.18_1,YênBái,LụcYên,TânPhượng,Tỉnh,Huyện,Xã,45691277.189649284,1897,,1897.0,42.0
VNM.63.1.5_1,YênBái,LụcYên,KhánhHoà,Tỉnh,Huyện,Xã,55497026.44751898,3365,,3365.0,61.0
VNM.63.2.9_1,YênBái,MùCăngChải,LaoChải,Tỉnh,Huyện,Xã,158403712.42464885,8848,,8848.0,56.0
VNM.63.5.12_1,YênBái,TrấnYên,MinhQuán,Tỉnh,Huyện,Xã,18207323.229233995,3753,,3753.0,206.0
VNM.63.5.4_1,YênBái,TrấnYên,CườngThịnh,Tỉnh,Huyện,Xã,16052814.568711309,2351,,2351.0,146.0
VNM.63.5.14_1,YênBái,TrấnYên,MinhTiến,Tỉnh,Huyện,Xã,7078148.373881127,1471,,1471.0,208.0
VNM.63.6.10_1,YênBái,VănChấn,NậmBúng,Tỉnh,Huyện,Xã,90998153.52166583,3901,,3901.0,43.0
VNM.63.6.24_1,YênBái,VănChấn,SuốiGiàng,Tỉnh,Huyện,Xã,60316637.020599216,3556,,3556.0,59.0
VNM.63.6.27_1,YênBái,VănChấn,TânThịnh,Tỉnh,Huyện,Xã,29975388.400526263,5464,,5464.0,182.0
VNM.63.6.9_1,YênBái,VănChấn,MinhAn,Tỉnh,Huyện,Xã,32537065.843495693,3868,,3868.0,119.0
VNM.30.3.9_1,HoàBình,HòaBình,TânThịnh,Tỉnh,ThànhPhố,Phường,3999309.50623816,12372,12372.0,,3094.0
VNM.27.4.23_1,HàNội,BaVì,ThụyAn,ThànhPhố,Huyện,Xã,15799814.711070841,9671,,9671.0,612.0
VNM.26.7.4_1,HàGiang,QuảnBạ,ĐôngHà,Tỉnh,Huyện,Xã,34279097.95557139,2959,,2959.0,86.0
VNM.26.7.9_1,HàGiang,QuảnBạ,TảVán,Tỉnh,Huyện,Xã,43568505.31705691,2514,,2514.0,58.0
VNM.14.3.5_1,CaoBằng,CaoBằng,HoàChung,Tỉnh,ThànhPhố,Phường,5770534.246747423,4294,4294.0,,744.0
VNM.14.2.7_1,CaoBằng,BảoLâm,QuảngLâm,Tỉnh,Huyện,Xã,96118887.61028479,5892,,5892.0,61.0
VNM.20.3.6_1,ĐiệnBiên,ĐiệnBiên,MườngPhăng,Tỉnh,Huyện,Xã,41324611.53721692,4914,,4914.0,119.0
VNM.52.5.12_1,SơnLa,PhùYên,MườngDo,Tỉnh,Huyện,Xã,90806378.79030289,3392,,3392.0,37.0
VNM.63.7.3_1,YênBái,VănYên,ChâuQuếHạ,Tỉnh,Huyện,Xã,86825702.9955903,7684,,7684.0,88.0
VNM.4.5.19_1,BắcKạn,NaRì,VănMinh,Tỉnh,Huyện,Xã,38144117.85430224,1144,,1144.0,30.0
VNM.27.24.7_1,HàNội,SơnTây,QuangTrung,ThànhPhố,ThịXã,Phường,620085.8196507731,8235,8235.0,,13280.0
VNM.14.12.5_1,CaoBằng,TràLĩnh,QuốcToản,Tỉnh,Huyện,Xã,31346131.164636184,2051,,2051.0,65.0
VNM.14.10.10_1,CaoBằng,ThạchAn,MinhKhai,Tỉnh,Huyện,Xã,88269109.29808374,2023,,2023.0,23.0
VNM.60.6.12_1,TuyênQuang,TuyênQuang,TháiLong,Tỉnh,ThànhPhố,Xã,12088601.192425538,3820,,3820.0,316.0
VNM.27.6.16_1,HàNội,ChươngMỹ,NgọcHòa,ThànhPhố,Huyện,Xã,5967627.492516204,9156,,9156.0,1534.0
VNM.26.7.3_1,HàGiang,QuảnBạ,CaoMãPờ,Tỉnh,Huyện,Xã,29733860.326006442,2455,,2455.0,83.0
VNM.26.9.14_1,HàGiang,VịXuyên,PhươngTiến,Tỉnh,Huyện,Xã,58464631.07923863,3257,,3257.0,56.0
VNM.26.5.19_1,HàGiang,HoàngSuPhì,TụNhân,Tỉnh,Huyện,Xã,26134974.983837474,3647,,3647.0,140.0
VNM.14.11.5_1,CaoBằng,ThôngNông,LươngCan,Tỉnh,Huyện,Xã,31262869.8395534,2084,,2084.0,67.0
VNM.4.2.16_1,BắcKạn,BaBể,YếnDương,Tỉnh,Huyện,Xã,39612259.14604384,2401,,2401.0,61.0
VNM.4.4.9_1,BắcKạn,ChợMới,QuảngChu,Tỉnh,Huyện,Xã,49975668.852606975,3604,,3604.0,72.0
VNM.60.5.2_1,TuyênQuang,SơnDương,CấpTiến,Tỉnh,Huyện,Xã,25806875.094275475,6219,,6219.0,241.0
VNM.20.3.20_1,ĐiệnBiên,ĐiệnBiên,ThanhChăn,Tỉnh,Huyện,Xã,21481239.600744303,4994,,4994.0,232.0
VNM.20.7.10_1,ĐiệnBiên,NậmPồ,NàHỳ,Tỉnh,Huyện,Xã,83545072.89092177,4819,,4819.0,58.0
VNM.63.6.29_1,YênBái,VănChấn,ThanhLương,Tỉnh,Huyện,Xã,3235550.7725867275,3034,,3034.0,938.0
VNM.27.28.16_1,HàNội,ThanhTrì,YênMỹ,ThànhPhố,Huyện,Xã,3853522.1343195774,5915,,5915.0,1535.0
VNM.27.13.2_1,HàNội,HoàiĐức,AnThượng,ThànhPhố,Huyện,Xã,7962901.584142758,16838,,16838.0,2115.0
VNM.20.2.2_1,ĐiệnBiên,ĐiệnBiênPhủ,MườngThanh,Tỉnh,ThànhPhố,Phường,1266994.9409119263,10554,10554.0,,8330.0
VNM.20.6.1_1,ĐiệnBiên,MườngNhé,ChungChải,Tỉnh,Huyện,Xã,207914459.6639449,5696,,5696.0,27.0
VNM.52.7.3_1,SơnLa,SốpCộp,MườngLèo,Tỉnh,Huyện,Xã,375238960.6577948,3538,,3538.0,9.0
VNM.27.3.4_1,HàNội,BaĐình,GiảngVõ,ThànhPhố,Quận,Phường,619773.9715302961,17665,17665.0,,28502.0
VNM.52.1.2_1,SơnLa,BắcYên,BắcYên,Tỉnh,Huyện,ThịTrấn,8019780.062563951,5710,5710.0,,712.0
VNM.38.9.10_1,LàoCai,VănBàn,LiêmPhú,Tỉnh,Huyện,Xã,60704470.0876658,4085,,4085.0,67.0
VNM.14.6.20_1,CaoBằng,HoàAn,TrươngLương,Tỉnh,Huyện,Xã,36899345.925022125,2364,,2364.0,64.0
VNM.27.15.11_1,HàNội,HoàngMai,TrầnPhú,ThànhPhố,Quận,Phường,4042430.7466140306,14152,14152.0,,3501.0
VNM.27.21.6_1,HàNội,PhúcThọ,NgọcTảo,ThànhPhố,Huyện,Xã,6386190.446553861,8601,,8601.0,1347.0
VNM.14.9.13_1,CaoBằng,QuảngUyên,QuảngHưng,Tỉnh,Huyện,Xã,25851960.635327898,1564,,1564.0,60.0
VNM.14.10.4_1,CaoBằng,ThạchAn,ĐứcXuân,Tỉnh,Huyện,Xã,32920494.384476405,1858,,1858.0,56.0
VNM.4.6.8_1,BắcKạn,NgânSơn,ThượngÂn,Tỉnh,Huyện,Xã,66504490.134053916,2001,,2001.0,30.0
VNM.4.1.1_1,BắcKạn,BạchThông,CẩmGiàng,Tỉnh,Huyện,Xã,9635697.739985432,2246,,2246.0,233.0
VNM.36.1.3_1,LaiChâu,LaiChâu,NậmLoỏng,Tỉnh,ThànhPhố,Xã,27584951.793471936,2381,,2381.0,86.0
VNM.52.12.10_1,SơnLa,YênChâu,PhiêngKhoài,Tỉnh,Huyện,Xã,91272582.15507273,11103,,11103.0,122.0
VNM.52.11.6_1,SơnLa,VânHồ,MườngMen,Tỉnh,Huyện,Xã,44447180.49168522,1821,,1821.0,41.0
VNM.26.6.7_1,HàGiang,MèoVạc,NậmBan,Tỉnh,Huyện,Xã,51310930.715099014,3302,,3302.0,64.0
VNM.4.3.16_1,BắcKạn,ChợĐồn,RãBản,Tỉnh,Huyện,Xã,24600590.00030182,1412,,1412.0,57.0
VNM.38.4.23_1,LàoCai,BátXát,YTý,Tỉnh,Huyện,Xã,84599445.1514283,5061,,5061.0,60.0
VNM.20.5.4_1,ĐiệnBiên,MườngChà,MaThìHồ,Tỉnh,Huyện,Xã,135022988.23643854,4522,,4522.0,33.0
VNM.20.3.21_1,ĐiệnBiên,ĐiệnBiên,ThanhHưng,Tỉnh,Huyện,Xã,20410039.07550911,7177,,7177.0,352.0
VNM.36.1.2_1,LaiChâu,LaiChâu,ĐôngPhong,Tỉnh,ThànhPhố,Phường,4579185.022591978,7078,7078.0,,1546.0
VNM.52.10.27_1,SơnLa,ThuậnChâu,ThuậnChâu,Tỉnh,Huyện,ThịTrấn,1259710.142783727,5035,5035.0,,3997.0
VNM.26.1.2_1,HàGiang,BắcMê,ĐườngHồng,Tỉnh,Huyện,Xã,41389337.73527361,4314,,4314.0,104.0
VNM.4.5.20_1,BắcKạn,NaRì,VũLoan,Tỉnh,Huyện,Xã,79941298.85054463,1629,,1629.0,20.0
VNM.60.1.3_1,TuyênQuang,ChiêmHóa,HàLang,Tỉnh,Huyện,Xã,78360516.22719984,3454,,3454.0,44.0
VNM.60.5.19_1,TuyênQuang,SơnDương,QuyếtThắng,Tỉnh,Huyện,Xã,12316879.448968036,3745,,3745.0,304.0
VNM.27.24.6_1,HàNội,SơnTây,PhúThịnh,ThànhPhố,ThịXã,Phường,2775855.770447175,8380,8380.0,,3019.0
VNM.4.6.3_1,BắcKạn,NgânSơn,ĐứcVân,Tỉnh,Huyện,Xã,28580200.645260017,1429,,1429.0,50.0
VNM.60.4.10_1,TuyênQuang,NàHang,ThượngGiáp,Tỉnh,Huyện,Xã,28564894.37728639,1863,,1863.0,65.0
VNM.27.10.2_1,HàNội,GiaLâm,CổBi,ThànhPhố,Huyện,Xã,4989558.729153627,15354,,15354.0,3077.0
VNM.38.9.4_1,LàoCai,VănBàn,HoàMạc,Tỉnh,Huyện,Xã,25556184.191338804,3096,,3096.0,121.0
VNM.27.21.1_1,HàNội,PhúcThọ,CẩmĐình,ThànhPhố,Huyện,Xã,4019636.0186321135,3080,,3080.0,766.0
VNM.27.30.27_1,HàNội,ThườngTín,VănPhú,ThànhPhố,Huyện,Xã,3166671.603456503,8151,,8151.0,2574.0
VNM.26.3.13_1,HàGiang,ĐồngVăn,SủngTrái,Tỉnh,Huyện,Xã,24682159.9027201,6791,,6791.0,275.0
VNM.4.7.10_1,BắcKạn,PácNặm,XuânLa,Tỉnh,Huyện,Xã,39683288.79467833,2817,,2817.0,71.0
VNM.4.2.1_1,BắcKạn,BaBể,BànhTrạch,Tỉnh,Huyện,Xã,59588687.76000953,2876,,2876.0,48.0
VNM.38.8.9_1,LàoCai,SiMaCai,QuanThầnSán,Tỉnh,Huyện,Xã,9852341.88266642,1846,,1846.0,187.0
VNM.20.5.7_1,ĐiệnBiên,MườngChà,MườngTùng,Tỉnh,Huyện,Xã,171159778.17349347,4561,,4561.0,27.0
VNM.36.4.1_1,LaiChâu,PhongThổ,BảnLang,Tỉnh,Huyện,Xã,103542825.10265401,7982,,7982.0,77.0
VNM.4.2.10_1,BắcKạn,BaBể,KhangNinh,Tỉnh,Huyện,Xã,44193055.31690774,4078,,4078.0,92.0
VNM.38.6.12_1,LàoCai,MườngKhương,TảGiaKhâu,Tỉnh,Huyện,Xã,28061100.406130746,2266,,2266.0,81.0
