STORE_ID,STORE_NAME,is_winpay,region,city,district,ward,address,concept,status,date_open,date_close,lat,long
6A16,6A16- [Block] WIN+ Thanh Thúy,0,South,Ho Chi Minh,Tân Bình,12,"84 Nguyễn Minh Hoàng, Phường 12, Quận Tân Bình, TPHCM",Urban,Đóng cửa,2023-06-08 00:00:00,2024-08-21 00:00:00,10.8000533,106.6503453
1572,1572- Outlet WM HNI Trung Hòa,0,North,Ha Noi,Q. Hai Bà Trưng,P. Thanh Nhàn,"Số 46 Thanh Nhàn, Phường Thanh Nhàn,",WMT,Đang hoạt động,2016-01-01 00:00:00,3000-01-01 00:00:00,21.002854,105.857994
6608,6608- WM+ KGG 537 Quốc lộ 80,0,West,Kien Giang,H. Hòn Đất,X. Bình Sơn,"537 Quốc lộ 80, Ấp Thuận Hòa, X. Bình Sơn, H. Hòn Đất, T. Kiên Giang",Urban,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.2576274871826,104.819839477539
2AG3,2AG3- WM+ HCM 49 Đông Thạnh 3-4,0,South,Ho Chi Minh,H. Hóc Môn,X. Đông Thạnh,"505/56/8E Ấp 7, X. Đông Thạnh, H. Hóc Môn, TP. HCM",Rural,Đang hoạt động,2023-09-23 00:00:00,3000-01-01 00:00:00,10.901177406311,106.637741088867
6534,6534- WM+ DNI 86 Lê Đại Hành,0,South,Dong Nai,TP. Biên Hòa,P. Hố Nai,"86 Lê Đại Hành, P. Hố Nai, TP. Biên Hòa, T. Đồng Nai",Urban,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.9684295654297,106.884323120117
6649,6649- WM+ DNI 289/4 Nguyễn Ái Quốc,0,South,Dong Nai,TP. Biên Hòa,P. Tân Biên,"289/4 Nguyễn Ái Quốc, Khu Phố 7, P. Tân Biên, TP. Biên Hòa, T. Đồng Nai",Urban,Đang hoạt động,2022-09-30 00:00:00,3000-01-01 00:00:00,10.9803762435913,106.891983032227
6818,6818- WM+ TNH 245 Lạc Long Quân,0,South,Tay Ninh,TX. Hòa Thành,P. Hiệp Tân,"245 Lạc Long Quân, KP. Hiệp Định, P. Hiệp Tân, TX. Hòa Thành, T. Tây Ninh",Rural,Đang hoạt động,2022-12-31 00:00:00,3000-01-01 00:00:00,11.2971649169922,106.119873046875
6825,"6825- WM+ LDG 511 - 513 Thống Nhất, Đức T",0,Central,Lam Dong,H. Đức Trọng,TT. Liên Nghĩa,"511 - 513 Thống Nhất, Thị Trấn Liên Nghĩa, Huyện Đức Trọng, Tỉnh Lâm Đồng, Việt Nam",Rural,Đang hoạt động,2022-11-30 00:00:00,3000-01-01 00:00:00,11.7211828231812,108.377319335938
6187,6187- WM+ DNI 55/7 Phạm Văn Đồng,0,South,Dong Nai,H. Nhơn Trạch,X. Phước Thiền,"55/7 Phạm Văn Đồng, X. Phước Thiền, H. Nhơn Trạch, T. Đồng Nai",Rural,Đang hoạt động,2022-03-19 00:00:00,3000-01-01 00:00:00,10.7521619796753,106.929786682129
6786,6786- WM+ TNH 17 Nguyễn Văn Linh,0,South,Tay Ninh,TX. Hòa Thành,P. Long Thành Bắc,"17 Nguyễn Văn Linh, KP. Long Thời, P. Long Thành Bắc, TX. Hòa Thành, T. Tây Ninh",Rural,Đang hoạt động,2023-02-16 00:00:00,3000-01-01 00:00:00,11.2863750457764,106.132820129395
6772,6772- WM+ TNH 617 Lạc Long Quân,0,South,Tay Ninh,TX. Hòa Thành,P. Hiệp Tân,"617 Lạc Long Quân, P. Hiệp Tân, TX. Hòa Thành, T. Tây Ninh",Rural,Đang hoạt động,2023-04-08 00:00:00,3000-01-01 00:00:00,11.2951231002808,106.106651306152
6536,6536- WM+ BDG 3/80 Thủ Khoa Huân,0,South,Binh Duong,TP. Thuận An,P. Thuận Giao,"Số 3/80 Thủ Khoa Huân, P. Thuận Giao, TP. Thuận An, T. Bình Dương.",Rural,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.9690494537354,106.712959289551
6730,6730- WM+ DNI 408 Đường số 4,0,South,Dong Nai,TP. Biên Hòa,P. An Bình,"408 Đường số 4, KP. 12, P An Bình, TP. Biên Hòa",Urban,Đang hoạt động,2022-10-31 00:00:00,3000-01-01 00:00:00,10.9286918640137,106.853126525879
6474,6474- WM+ DNI 291 Lý Thái Tổ,0,South,Dong Nai,H. Nhơn Trạch,X. Phước Thiền,"291 Lý Thái Tổ, Ấp Bến Sắn, X. Phước Thiền, H. Nhơn Trạch, T. Đồng Nai",Rural,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.7587814331055,106.932579040527
2AN7,2AN7- WM+ BTN 109 Cách Mạng Tháng 8,0,Central,Binh Thuan,H. Hàm Tân,TT. Tân Nghĩa,"109 Đường Cách Mạng Tháng 8, Thị trấn Tân Nghĩa, Huyện Hàm Tân, Tỉnh Bình thuận",Rural,Đang hoạt động,2023-12-02 00:00:00,3000-01-01 00:00:00,10.8186302185059,107.72575378418
5826,5826- WM+ DNI 507 Phùng Hưng,0,South,Dong Nai,TP. Biên Hòa,P. Tam Phước,"507 Phùng Hưng, Phường Tam Phước, TP Biên Hòa, Tỉnh Đồng Nai",Urban,Đang hoạt động,2021-11-30 00:00:00,3000-01-01 00:00:00,10.8610305786133,106.959884643555
6047,6047- WM+ HCM 602 Lê Quang Định,0,South,Ho Chi Minh,Q. Gò Vấp,P. 1,"602 Lê Quang Định, P. 1, Q. Gò Vấp, TP. HCM",Urban,Đang hoạt động,2021-11-25 00:00:00,3000-01-01 00:00:00,10.818434715271,106.689552307129
6413,6413- WM+ KGG 24A Tổ 1,0,West,Kien Giang,H. Châu Thành,X. Bình An,"24A, Tổ 1, Ấp An Bình, X. Bình An, H. Châu Thành, T. Kiên Giang",Urban,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,9.87302276409568,105.126313233838
2AF7,2AF7- WM+ HCM 36 Đường số 4D,0,South,Ho Chi Minh,TP. Thủ Đức,P. Linh Xuân,"36 Đường số 4D, P. Linh Xuân, TP. Thủ Đức (Q. Thủ Đức cũ), TP. Hồ Chí Minh",Urban,Đang hoạt động,2023-08-18 00:00:00,3000-01-01 00:00:00,10.8739185333252,106.76904296875
6885,6885- WM+ TGG 489 Quốc lộ 50,0,West,Tien Giang,TP. Mỹ Tho,P. 9,"489 Quốc lộ 50, khu phố 4, P. 9, TP. Mỹ Tho, T. Tiền Giang",Urban,Đang hoạt động,2022-12-30 00:00:00,3000-01-01 00:00:00,10.3514909744263,106.389694213867
4939,4939- WM+ DNI 48 Nguyễn Ái Quốc,0,South,Dong Nai,TP. Biên Hòa,P. Tam Hiệp,"48 Nguyễn Ái Quốc, P.Tam Hiệp,TP.Biên Hòa, Đồng Nai",Urban,Đóng cửa,2019-10-16 00:00:00,2024-08-16 00:00:00,10.9652460495139,106.847254407946
5745,5745- WM+ HCM 565G Tỉnh Lộ 15,0,South,Ho Chi Minh,H. Củ Chi,X. Tân Thạnh Đông,"565G Tỉnh Lộ 15, Xã Tân Thạnh Đông, Huyện Củ Chi, TPHCM",Rural,Đang hoạt động,2021-07-17 00:00:00,3000-01-01 00:00:00,10.9668216705322,106.591094970703
5494,5494- WM+ VTU Đất trống giáo xứ Thánh Pho,0,South,Ba Ria Vung Tau,TX. Phú Mỹ,P. Mỹ Xuân,"Đất trống giáo xứ Thánh Phong, tổ 1, ấp Mỹ Thạnh, Xã Mỹ Xuân, Huyện Tân Thành, Bà Rịa - Vũng Tàu",Rural,Đang hoạt động,2020-03-28 00:00:00,3000-01-01 00:00:00,10.610668182373,107.060523986816
2AN5,2AN5- WM+ PYN 389 Nguyễn Văn Linh,0,Central,Phu Yen,TP. Tuy Hòa,P. Phú Lâm,"389 Nguyễn Văn Linh, Phường Phú Lâm, Thành Phố Tuy Hòa, Tỉnh Phú Yên",Rural,Đang hoạt động,2023-10-27 00:00:00,3000-01-01 00:00:00,13.0444955825806,109.310234069824
2AA5,2AA5- WM+ HCM 419 Bình Thành,0,South,Ho Chi Minh,Q. Bình Tân,P. Bình Hưng Hòa B,"419 Bình Thành, P. Bình Hưng Hòa B, Q. Bình Tân, TP. HCM",Urban,Đang hoạt động,2023-07-14 00:00:00,3000-01-01 00:00:00,10.8142366409302,106.58895111084
2ADQ,2ADQ- WM+ LCU 260A Nguyễn Trãi,0,North,Lai Chau,TP. Lai Châu,P. Quyết Thắng,"Số 260A Nguyễn Trãi, Tổ 9, Phường Quyết Thắng, Thành phố Lai Châu, Tỉnh Lai Châu",Rural,Đang hoạt động,2024-08-30 00:00:00,3000-01-01 00:00:00,22.4052658081055,103.433380126953
6827,6827- WM+ TGG 147A Trần Công Tường,0,West,Tien Giang,TX. Gò Công,P. 5,"147A Trần Công Tường, P. 5, TX. Gò Công",Rural,Đang hoạt động,2022-11-30 00:00:00,3000-01-01 00:00:00,10.3548517227173,106.673133850098
2A65,2A65- WM+ CTO 28 Bùi Hữu Nghĩa,0,West,Can Tho,Q. Bình Thủy,P. Bình Thủy,"28 Bùi Hữu Nghĩa, P. Bình Thủy, Q. Bình Thủy, TP. Cần Thơ",Urban,Đang hoạt động,2023-05-30 00:00:00,3000-01-01 00:00:00,10.0702352523804,105.752319335938
6704,6704- WM+ TGG 93 Võ Duy Linh,0,West,Tien Giang,H. Gò Công Đông,TT. Tân Hòa,"93 Võ Duy Linh, KP. Hòa Thơm 1, TT. Tân Hòa, H. Gò Công Đông, T. Tiền Giang",Rural,Đang hoạt động,2022-10-27 00:00:00,3000-01-01 00:00:00,10.321005821228,106.711196899414
5979,5979- WM+ DNI 164 Phan Trung,0,South,Dong Nai,TP. Biên Hòa,P. Tân Tiến,"164 Phan Trung, KP. 7, P. Tân Tiến, TP. Biên Hòa, T. Đồng Nai",WiN,Đang hoạt động,2022-01-27 00:00:00,3000-01-01 00:00:00,10.9606771469116,106.849502563477
2AF5,2AF5- WM+ HCM 74 Nguyễn Thị Tú,0,South,Ho Chi Minh,Q. Bình Tân,P. Bình Hưng Hòa B,"74 Nguyễn Thị Tú, P. Bình Hưng Hòa B, Q. Bình Tân, TP. HCM",Urban,Đang hoạt động,2023-08-19 00:00:00,3000-01-01 00:00:00,10.8159265518188,106.598182678223
6688,6688- WM+ AGG 191 Thủ Khoa Nghĩa,0,West,An Giang,TP. Châu Đốc,P. Châu Phú A,"191 Thủ Khoa Nghĩa, P. Châu Phú A, TP. Châu Đốc, T. An Giang.",Rural,Đang hoạt động,2022-10-24 00:00:00,3000-01-01 00:00:00,10.7129669189453,105.114204406738
4244,4244- WM+ HNI 1 Kim Đồng,0,North,Ha Noi,Q. Hoàng Mai,P. Giáp Bát,"Số 1 Kim Đồng, Phường Giáp Bát, Q. Hoàng Mai, Thành phố Hà Nội, Việt Nam",Urban,Đóng cửa,2019-01-26 00:00:00,2024-08-16 00:00:00,20.9838,105.842
6828,6828- WM+ BLU 60 Ninh Bình,0,West,Bac Lieu,TP. Bạc Liêu,P. 2,"Số 60 đường Ninh Bình, Khóm 4, Phường 2, TP. Bạc Liêu, T. Bạc Liêu",Rural,Đang hoạt động,2022-11-30 00:00:00,3000-01-01 00:00:00,9.27968311309814,105.723663330078
3165,3165- WM+ CTO 9 Trần Chiên,0,West,Can Tho,Q. Cái Răng,P. Lê Bình,Thửa đất số 198 - tờ bản đồ số 9 - Khu vực Thạnh Mỹ - phường Lê Bình - quận Cái Răng - Thành phố Cần Thơ - Việt Nam,Urban,Đang hoạt động,2017-10-16 00:00:00,3000-01-01 00:00:00,10.0035285949707,105.755508422852
6656,6656- WM+ LDG 06/27 Thôn Phi Nôm,0,Central,Lam Dong,H. Đức Trọng,X. Hiệp Thạnh,"06/27 Thôn Phi Nôm, Xã Hiệp Thạnh, Huyện Đức Trọng, Tỉnh Lâm Đồng, Việt Nam",Rural,Đang hoạt động,2022-09-30 00:00:00,3000-01-01 00:00:00,11.7839527130127,108.412239074707
2AF9,2AF9- WM+ KHA 146 Chính Hữu,0,Central,Khanh Hoa,TP. Nha Trang,X. Vĩnh Lương,"146 Chính Hữu, Thôn Văn Đăng 1, Xã Vĩnh Lương, Thành phố Nha Trang, Tỉnh Khánh Hòa",Rural,Đang hoạt động,2023-08-26 00:00:00,3000-01-01 00:00:00,12.3371086120605,109.196243286133
6488,6488- WM+ DNI 1111 Bùi Văn Hòa,0,South,Dong Nai,TP. Biên Hòa,P. Long Bình,"1111 Bùi Văn Hòa, Tổ 12, KP7, P. Long Bình, TP. Biên Hòa, T. Đồng Nai",Urban,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.9084739685059,106.89013671875
6944,6944- WM+ DLK 45 - 47 Hùng Vương,0,Central,Dak Lak,H. Cư M'gar,TT. Quảng Phú,"45 - 47 Hùng Vương, Thị Trấn Quảng Phú, Huyện Cư M'gar, Tỉnh Đắk Lắk, Việt Nam",Rural,Đang hoạt động,2023-02-25 00:00:00,3000-01-01 00:00:00,12.814754486084,108.075210571289
5149,5149- WM+ NTN 42C Đường 21 Tháng 8,0,Central,Ninh Thuan,TP. Phan Rang - Tháp Chàm,P. Phủ Hà,"42C Đường 21 Tháng 8, Phường Phủ Hà, TP Phan Rang-Tháp Chàm, Tỉnh Ninh Thuận",Rural,Đang hoạt động,2019-11-21 00:00:00,3000-01-01 00:00:00,11.5712423324585,108.98738861084
2ADZ,"2ADZ- WM+ LCU Cầu Phà, Pa Tần",0,North,Lai Chau,H. Sìn Hồ,X. Pa Tần,"Bản Cầu Phà, Xã Pa Tần, Huyện Sìn Hồ, Tỉnh Lai Châu",Rural,Đang hoạt động,2024-08-29 00:00:00,3000-01-01 00:00:00,22.4670543670654,103.197746276855
4819,4819- WM+ KGG 07-07A Nguyễn Bỉnh Khiêm,0,West,Kien Giang,TP. Rạch Giá,P. Vĩnh Thanh,"07 – 07A Nguyễn Bỉnh Khiêm, P Vĩnh Thạnh, TP Rạch Giá, Kiên Giang",Urban,Đang hoạt động,2019-09-28 00:00:00,3000-01-01 00:00:00,10.0212,105.091
6609,"6609- WM+ BPC 195 DT757, X. Bù Nho",0,South,Binh Phuoc,H. Phú Riềng,X. Bù Nho,"DT757, X. Bù Nho, H. Phú Riềng, T. Bình Phước",Rural,Đang hoạt động,2022-09-29 00:00:00,3000-01-01 00:00:00,11.7340841293335,106.87223815918
6916,6916- WM+ HCM 505 Nguyễn Văn Tạo,0,South,Ho Chi Minh,H. Nhà Bè,X. Long Thới,"505 Nguyễn Văn Tạo, Ấp 1, X. Long Thới, H. Nhà Bè, TP. HCM",Rural,Đang hoạt động,2022-12-30 00:00:00,3000-01-01 00:00:00,10.6417322158813,106.733093261719
4961,4961- WM+ KGG 208 Nguyễn Bỉnh Khiêm,0,West,Kien Giang,TP. Rạch Giá,P. Vĩnh Quang,"208 đường Nguyễn Bỉnh Khiêm, KP Đồng Khởi, Phường Vĩnh Quang, TX Rạch Giá, Tỉnh Kiên Giang",Urban,Đang hoạt động,2019-10-26 00:00:00,3000-01-01 00:00:00,10.0187883377075,105.08472442627
6458,"6458- WM+ BDG 27-29/A66, KP. Bình Giao",0,South,Binh Duong,TP. Thuận An,P. Thuận Giao,"27-29/A66, Tổ 10, KP. Bình Giao, P. Thuận Giao, TP. Thuận An, T. Bình Dương",Rural,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.9424438476562,106.719200134277
2AL4,2AL4- WM+ HCM 300 Vườn Lài,0,South,Ho Chi Minh,Q. Tân Phú,P. Phú Thọ Hòa,"300 Vườn Lài, P. Phú Thọ Hòa, Q. Tân Phú, TP. HCM",Urban,Đang hoạt động,2023-10-12 00:00:00,3000-01-01 00:00:00,10.7881317138672,106.624954223633
2ADT,2ADT- WM+ BKN 273-277 Tổ 10A Đức Xuân,0,North,Bac Kan,TP. Bắc Kạn,P. Đức Xuân,"Số 273-277, Tổ 10A, Phường Đức Xuân, Thành phố Bắc Kạn, Tỉnh Bắc Kạn",Rural,Đang hoạt động,2024-08-29 00:00:00,3000-01-01 00:00:00,22.147962276195,105.83308915579
6133,6133- WM+ HCM 36/2 – 36/2B đường Lê Thị H,0,South,Ho Chi Minh,H. Hóc Môn,TT. Hóc Môn,"36/2 – 36/2B đường Lê Thị Hà, KP. 8, TT. Hóc Môn, H. Hóc Môn, TP. HCM",Rural,Đang hoạt động,2021-12-30 00:00:00,3000-01-01 00:00:00,10.8866910934448,106.598335266113
2A82,"2A82- WM+ QNI Tân An, Nghĩa An",0,Central,Quang Ngai,TP. Quảng Ngãi,X. Nghĩa An,"Thửa đất 369, TBĐ 9, Thôn Tân An, Xã Nghĩa An, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi, Việt Nam",Rural,Đang hoạt động,2023-06-30 00:00:00,3000-01-01 00:00:00,15.1131935119629,108.897117614746
5795,5795- WM+ LAN 236A – 238 Châu Thị Kim,0,West,Long An,TP. Tân An,P. 7,"236 - 238 Châu Thị Kim, Phường 7, TP Tân An, Tỉnh Long An",Urban,Đang hoạt động,2021-10-31 00:00:00,3000-01-01 00:00:00,10.526008605957,106.415252685547
6657,6657- WM+ LDG 32 Thống Nhất,0,Central,Lam Dong,H. Đức Trọng,TT. Liên Nghĩa,"32 Thống Nhất, Thị Trấn Liên Nghĩa, Huyện Đức Trọng, Tỉnh Lâm Đồng, Việt Nam",Rural,Đang hoạt động,2022-09-30 00:00:00,3000-01-01 00:00:00,11.7315330505371,108.37532043457
6810,"6810- WM+ TGG TĐS 308, TBĐS 19 Quốc lộ 50",0,West,Tien Giang,TX. Gò Công,P. 4,"TĐS 308, TBĐS 19, Quốc lộ 50, P. 4, TX. Gò Công",Rural,Đang hoạt động,2022-12-17 00:00:00,3000-01-01 00:00:00,10.3612098693848,106.66667175293
6571,6571- WM+ LAN 16 Nguyễn Văn Tiếp,0,West,Long An,TP. Tân An,P. 5,"16 Nguyễn Văn Tiếp, P.5, TP. Tân An, T. Long An",Urban,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.5507593154907,106.418632507324
2AO5,2AO5- WM+ PYN 79 Lê Thành Phương,0,Central,Phu Yen,H. Tuy An,TT. Chí Thạnh,"79 Lê Thành Phương, Thị Trấn Chí Thạnh, Huyện Tuy An, Tỉnh Phú Yên",Rural,Đang hoạt động,2023-10-28 00:00:00,3000-01-01 00:00:00,13.305983543396,109.213050842285
6928,6928- WM+ BDG 164/2C Khu Phố Thạnh Hòa B,0,South,Binh Duong,TP. Thuận An,P. An Thạnh,"164/2C KP. Thạnh Hòa B, P. An Thạnh, TP. Thuận An, T. Bình Dương",Rural,Đang hoạt động,2023-03-26 00:00:00,3000-01-01 00:00:00,10.9482936859131,106.693740844727
2A91,"2A91- WM+ QNI Thu Xà, Tư Nghĩa",0,Central,Quang Ngai,H. Tư Nghĩa,X. Nghĩa Hòa,"Thửa đất 331, Xóm 1, Thôn Thu Xà, Xã Nghĩa Hòa, Huyện Tư Nghĩa, Tỉnh Quảng Ngãi, Việt Nam",Rural,Đang hoạt động,2023-06-30 00:00:00,3000-01-01 00:00:00,15.0957441329956,108.88623046875
6408,6408- WM+ HCM E2/6N Đường Thới Hòa,0,South,Ho Chi Minh,H. Bình Chánh,X. Vĩnh Lộc A,"E2/6N Đường Thới Hòa, Ấp 5A,  X. Vĩnh Lộc A, H. Bình Chánh, TP. HCM",Rural,Đang hoạt động,2022-05-31 00:00:00,3000-01-01 00:00:00,10.8299903869629,106.57666015625
6545,6545- WM+ HCM 70 Tây Hòa,0,South,Ho Chi Minh,Q. 9,P. Phước Long A,"70 Tây Hòa, P. Phước Long A, TP. Thủ Đức, TP. HCM",Urban,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.8260879516602,106.764122009277
6104,6104- WM+ HCM 22/2 Nguyễn Bình,0,South,Ho Chi Minh,H. Nhà Bè,X. Phú Xuân,"22/2 Nguyễn Bình, Ấp 2, Xã Phú Xuân, Huyện Nhà Bè, TP. Hồ Chí Minh",Rural,Đang hoạt động,2021-12-16 00:00:00,3000-01-01 00:00:00,10.6764135360718,106.746078491211
6935,6935- WM+ DNI 08 Lưu Văn Viết,0,South,Dong Nai,TP. Biên Hòa,P. Tân Tiến,"08 Lưu Văn Viết, P. Tân Tiến, TP. Biên Hòa, T. Đồng Nai",Urban,Đang hoạt động,2023-02-11 00:00:00,3000-01-01 00:00:00,10.9587173461914,106.837799072266
6227,6227- WM+ KGG 212 Ngô Quyền,0,West,Kien Giang,TP. Rạch Giá,P. Vĩnh Bảo,"212 Ngô Quyền, P. Vĩnh Bảo, TP. Rạch Gía. T. Kiên Giang",Urban,Đang hoạt động,2022-04-10 00:00:00,3000-01-01 00:00:00,10.0035381317139,105.090881347656
5333,5333- WM+ BTN 41-41B Trương Văn Ly,0,Central,Binh Thuan,TP. Phan Thiết,P. Đức Long,"41-41B Trương Văn Ly, phường Đức Long, thành phố Phan Thiết, tỉnh Bình Thuận",Urban,Đang hoạt động,2019-12-24 00:00:00,3000-01-01 00:00:00,10.9179,108.086
6831,6831- WIN HCM 174 Dương Đình Hội,0,South,Ho Chi Minh,TP. Thủ Đức,P. Phước Long B,"174 Dương Đình Hội, P. Phước Long B, TP. Thủ Đức (Q. 9 cũ), TP. HCM",WiN,Đang hoạt động,2022-12-10 00:00:00,3000-01-01 00:00:00,10.8251361846924,106.780227661133
5549,5549- WM+ KGG 327 Nguyễn Trung Trực,0,West,Kien Giang,TP. Rạch Giá,P. Vĩnh Bảo,"VM+ 327 Nguyễn Trung Trực , Rạch Giá ,  Kiên Giang",Urban,Đang hoạt động,2020-02-29 00:00:00,3000-01-01 00:00:00,9.99866008758545,105.091346740723
2AM4,2AM4- WM+ CTO 92 Xô Viết Nghệ Tĩnh,0,West,Can Tho,Q. Ninh Kiều,P. Tân An,"92 Xô Viết Nghệ Tĩnh, P. Tân An, Q. Ninh Kiều, TP. Cần Thơ",Urban,Đang hoạt động,2023-10-11 00:00:00,3000-01-01 00:00:00,10.0392942428589,105.782936096191
2AP9,2AP9- WM+ DNI 93B/2 Lê Ngô Cát,0,South,Dong Nai,TP. Biên Hòa,P. Tân Hòa,"93B/2 Lê Ngô Cát, Khu phố 5, P. Tân Hòa, TP. Biên Hòa, T. Đồng Nai",Urban,Đang hoạt động,2023-12-09 00:00:00,3000-01-01 00:00:00,10.9719839096069,106.909927368164
5984,5984- WM+ LAN 78 Nguyễn Cửu Vân,0,West,Long An,TP. Tân An,P. 4,"78 Nguyễn Cửu Vân, Phường 4, TP. Tân An, Long An",Urban,Đang hoạt động,2021-12-31 00:00:00,3000-01-01 00:00:00,10.5281925201416,106.405700683594
2AP1,2AP1- WM+ QTI 118 Tôn Thất Thuyết,0,Central,Quang Tri,TP. Đông Hà,P. 5,"Số 118 Đường Tôn Thất Thuyết, Phường 5, Thành phố Đông Hà, Tỉnh Quảng Trị",Urban,Đang hoạt động,2023-11-05 00:00:00,3000-01-01 00:00:00,16.8095664978027,107.105949401855
6504,"6504- WM+ DNI 02 Khu dân cư 4, Ấp Chợ",0,South,Dong Nai,H. Định Quán,X. Phú Túc,"02 Khu dân cư 4, Ấp Chợ, X. Phú Túc, H. Định Quán, T. Đồng Nai",Rural,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,11.0896406173706,107.211448669434
5794,5794- WM+ HCM 244 Phạm Hữu Lầu,0,South,Ho Chi Minh,Q. 7,P. Phú Mỹ,"244 Phạm Hữu Lầu, KP 2, Phường Phú Mỹ, Quận 7, TP HCM",Urban,Đang hoạt động,2021-10-30 00:00:00,3000-01-01 00:00:00,10.7040958404541,106.728797912598
5833,5833- WM+ VTU 41 Hai Bà Trưng,0,South,Ba Ria Vung Tau,TP. Bà Rịa,P. Phước Hiệp,"41 Hai Bà Trưng, P. Phước Hiệp, Bà Rịa, Bà Rịa-Vũng Tàu",Rural,Đang hoạt động,2022-03-10 00:00:00,3000-01-01 00:00:00,10.4958238601685,107.168388366699
2AW2,"2AW2- WM+ PYN Thửa 1019, TBĐ 38, QL29",0,Central,Phu Yen,H. Tây Hòa,X. Sơn Thành Đông,"Thửa đất số 1019 (số cũ 206), TBĐ số 38 (số cũ 28B), Quốc lộ 29, X. Sơn Thành Đông, H. Tây Hoà, T. Phú Yên",Rural,Đang hoạt động,2024-02-02 00:00:00,3000-01-01 00:00:00,12.9837226867676,109.098846435547
6537,6537- WM+ AGG 582 đường Nguyễn Huệ,0,West,An Giang,H. Thoại Sơn,TT. Núi Sập,"582 Nguyễn Huệ, TT. Núi Sập, H. Thoại Sơn, T. An Giang",Rural,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,10.2635850906372,105.26448059082
6711,6711- WM+ HCM SL09 Cư Xá Phú Lâm A,0,South,Ho Chi Minh,Q. 6,P. 12,"SL9 Cư Xá Phú Lâm A, P. 12, Q. 6, TP. HCM",Urban,Đang hoạt động,2022-10-28 00:00:00,3000-01-01 00:00:00,10.7502193450928,106.630928039551
2A07,2A07- WM+ CTO 98 Nguyễn Thị Minh Khai,0,West,Can Tho,Q. Ninh Kiều,P. Tân An,"98 Nguyễn Thị Minh Khai, P. Tân An, Q. Ninh Kiều, TP. Cần Thơ",Urban,Đang hoạt động,2023-04-28 00:00:00,3000-01-01 00:00:00,10.0259647369385,105.783210754395
2A88,2A88- WM+ HCM 60 Đường số 40,0,South,Ho Chi Minh,Q. Bình Tân,P. Tân Tạo,"60 Đường số 40, P. Tân Tạo, Q. Bình Tân, TP. HCM",Urban,Đang hoạt động,2023-06-22 00:00:00,3000-01-01 00:00:00,10.7539863586426,106.603912353516
5151,5151- WM+ NTN 117 Cây Đa,0,Central,Ninh Thuan,H. Ninh Hải,TT. Khánh Hải,"117 Cây Đa, KP Khánh Chữ 2, TT Khánh Hải. Huyện Ninh Hải, Tỉnh Ninh Thuận",Rural,Đang hoạt động,2019-11-21 00:00:00,3000-01-01 00:00:00,11.5985,109.037
6140,6140- WM+ HCM 18 Hoàng Diệu 2,0,South,Ho Chi Minh,Q. Thủ Đức,P. Linh Chiểu,"18 Hoàng Diệu 2,  Phường Linh Chiểu, Quận Thủ Đức, TP Hồ Chí Minh",Urban,Đang hoạt động,2021-12-31 00:00:00,3000-01-01 00:00:00,10.8602771759033,106.761657714844
6277,6277- WM+ CTO 31-33 Ấp Thị Tứ,0,West,Can Tho,H. Phong Điền,TT. Phong Điền,"31-33 Ấp Thị Tứ, TT. Phong Điền, H. Phong Điền,  TP Cần Thơ",Urban,Đang hoạt động,2022-04-30 00:00:00,3000-01-01 00:00:00,9.99737453460694,105.67276763916
2AX4,2AX4- WM+ TTH 983 Nguyễn Tất Thành,0,Central,Thua Thien Hue,TX. Hương Thủy,P. Phú Bài,"Thửa đất số 204, Tờ bản đồ số 5, Số 983 đường Nguyễn Tất Thành, Phường Phú Bài, Thị xã Hương Thủy, Tỉnh Thừa Thiên Huế",Rural,Đang hoạt động,2024-03-29 00:00:00,3000-01-01 00:00:00,16.4148426055908,107.670234680176
6587,"6587- WM+ BDH 172B Nguyễn Thái Học, Quy N",0,Central,Binh Dinh,TP. Quy Nhơn,P. Ngô Mây,"172B Nguyễn Thái Học, Phường Ngô Mây, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",Urban,Đang hoạt động,2022-08-31 00:00:00,3000-01-01 00:00:00,13.7712774276733,109.218765258789
6105,6105- WM+ DNI 27 Lê Duẩn,0,South,Dong Nai,H. Long Thành,X. Long Đức,"27 Lê Duẩn, Khu 12, X. Long Đức, H. Long Thành, T. Đồng Nai",Rural,Đang hoạt động,2022-02-27 00:00:00,3000-01-01 00:00:00,10.7978410720825,106.944793701172
