ward_id,city,district,ward,city_title,dist_title,ward_title,area_sqm,urban_1,urban_2,urban_3,urban_4,urban_5,rural_1_2,rural_3,rural_4,rural_5
VNM.27.16.10_1,HàNội,LongBiên,PhúcLợi,ThànhPhố,Quận,Phường,6213077.402614982,437.0,824.0,978.0,1561.0,1374.0,0.0,,,0.0
VNM.27.12.7_1,HàNội,HaiBàTrưng,ĐồngNhân,ThànhPhố,Quận,Phường,140484.31486450223,296.0,518.0,574.0,618.0,461.0,0.0,,,0.0
VNM.27.12.17_1,HàNội,HaiBàTrưng,ThanhLương,ThànhPhố,Quận,Phường,1179749.6507871395,678.0,1277.0,1485.0,1995.0,1605.0,0.0,,,0.0
VNM.27.15.1_1,HàNội,HoàngMai,ĐạiKim,ThànhPhố,Quận,Phường,2838811.413308684,1240.0,2205.0,3257.0,4640.0,2644.0,0.0,,,0.0
VNM.27.23.11_1,HàNội,SócSơn,NamSơn,ThànhPhố,Huyện,Xã,24239148.80845181,,,,,0.0,425.0,385.0,711.0,826.0
VNM.27.23.21_1,HàNội,SócSơn,ThanhXuân,ThànhPhố,Huyện,Xã,8847983.34078067,,,,,0.0,465.0,455.0,1014.0,1439.0
VNM.27.9.18_1,HàNội,ĐôngAnh,VânHà,ThànhPhố,Huyện,Xã,5135604.951785718,,,,,0.0,478.0,343.0,725.0,1157.0
VNM.27.9.4_1,HàNội,ĐôngAnh,DụcTú,ThànhPhố,Huyện,Xã,8676445.243808664,,,,,0.0,773.0,644.0,1270.0,1713.0
VNM.27.9.21_1,HàNội,ĐôngAnh,VĩnhNgọc,ThànhPhố,Huyện,Xã,9288935.845545832,,,,,0.0,594.0,549.0,1173.0,1504.0
VNM.27.10.15_1,HàNội,GiaLâm,PhùĐổng,ThànhPhố,Huyện,Xã,11928218.49220997,,,,,0.0,1149.0,693.0,1314.0,809.0
VNM.27.10.13_1,HàNội,GiaLâm,LệChi,ThànhPhố,Huyện,Xã,8130346.904036665,,,,,0.0,1320.0,514.0,878.0,898.0
VNM.27.10.11_1,HàNội,GiaLâm,KimLan,ThànhPhố,Huyện,Xã,2983476.4323301977,,,,,0.0,393.0,324.0,592.0,425.0
VNM.27.19.4_1,HàNội,NamTừLiêm,MỹĐình1,ThànhPhố,Quận,Phường,2208708.261231345,2083.0,2323.0,1730.0,1953.0,1346.0,0.0,,,0.0
VNM.27.19.5_1,HàNội,NamTừLiêm,MỹĐình2,ThànhPhố,Quận,Phường,2082990.7769940656,1224.0,1531.0,1683.0,2301.0,1485.0,0.0,,,0.0
VNM.27.28.2_1,HàNội,ThanhTrì,ĐôngMỹ,ThànhPhố,Huyện,Xã,2846645.429110173,,,,,0.0,838.0,581.0,947.0,418.0
VNM.27.2.10_1,HàNội,BắcTừLiêm,ThụyPhương,ThànhPhố,Quận,Phường,2757018.107444433,709.0,627.0,728.0,1129.0,846.0,0.0,,,0.0
VNM.27.18.5_1,HàNội,MêLinh,KimHoa,ThànhPhố,Huyện,Xã,7982089.253015268,,,,,0.0,646.0,490.0,952.0,930.0
VNM.27.18.14_1,HàNội,MêLinh,TiếnThịnh,ThànhPhố,Huyện,Xã,6135406.0457555335,,,,,0.0,521.0,432.0,641.0,1145.0
VNM.27.11.4_1,HàNội,HàĐông,HàCầu,ThànhPhố,Quận,Phường,1458641.8573828947,422.0,903.0,1221.0,1998.0,1552.0,0.0,,,0.0
VNM.27.24.13_1,HàNội,SơnTây,ViênSơn,ThànhPhố,ThịXã,Phường,3275233.9822789486,153.0,292.0,367.0,499.0,604.0,0.0,,,0.0
VNM.27.4.2_1,HàNội,BaVì,BaVì,ThànhPhố,Huyện,Xã,25639143.357253794,,,,,0.0,46.0,71.0,192.0,213.0
VNM.27.21.11_1,HàNội,PhúcThọ,SenChiểu,ThànhPhố,Huyện,Xã,5206708.400784314,,,,,0.0,739.0,445.0,837.0,742.0
VNM.27.21.14_1,HàNội,PhúcThọ,ThọLộc,ThànhPhố,Huyện,Xã,3781713.3378642425,,,,,0.0,432.0,349.0,545.0,682.0
VNM.27.8.2_1,HàNội,ĐanPhượng,ĐanPhượng,ThànhPhố,Huyện,Xã,3814515.9163919208,,,,,0.0,653.0,392.0,747.0,694.0
VNM.27.13.13_1,HàNội,HoàiĐức,MinhKhai,ThànhPhố,Huyện,Xã,1955485.7643870644,,,,,0.0,222.0,207.0,435.0,597.0
VNM.27.13.3_1,HàNội,HoàiĐức,CátQuế,ThànhPhố,Huyện,Xã,4128760.736683608,,,,,0.0,545.0,648.0,1221.0,1670.0
VNM.27.26.4_1,HàNội,ThạchThất,CẩmYên,ThànhPhố,Huyện,Xã,3909197.9791820035,,,,,0.0,188.0,167.0,350.0,527.0
VNM.27.6.5_1,HàNội,ChươngMỹ,ĐôngPhươngYên,ThànhPhố,Huyện,Xã,5981040.9384949505,,,,,0.0,465.0,381.0,750.0,1166.0
VNM.27.6.2_1,HàNội,ChươngMỹ,ĐạiYên,ThànhPhố,Huyện,Xã,4473002.48146592,,,,,0.0,354.0,258.0,448.0,588.0
VNM.27.27.17_1,HàNội,ThanhOai,ThanhCao,ThànhPhố,Huyện,Xã,4760348.059131257,,,,,0.0,674.0,548.0,910.0,754.0
VNM.27.30.3_1,HàNội,ThườngTín,DuyênThái,ThànhPhố,Huyện,Xã,4138156.6501358175,,,,,0.0,858.0,640.0,1164.0,729.0
VNM.27.20.4_1,HàNội,PhúXuyên,ĐạiThắng,ThànhPhố,Huyện,Xã,4189666.9507126054,,,,,0.0,586.0,387.0,564.0,404.0
VNM.27.20.2_1,HàNội,PhúXuyên,ChâuCan,ThànhPhố,Huyện,Xã,8341916.773627656,,,,,0.0,758.0,476.0,716.0,804.0
VNM.27.17.7_1,HàNội,MỹĐức,ĐốcTín,ThànhPhố,Huyện,Xã,3582942.825296508,,,,,0.0,433.0,262.0,380.0,280.0
VNM.26.6.6_1,HàGiang,MèoVạc,MèoVạc,Tỉnh,Huyện,ThịTrấn,19268798.23682876,187.0,292.0,422.0,458.0,470.0,0.0,,,0.0
VNM.26.6.13_1,HàGiang,MèoVạc,SủngTrà,Tỉnh,Huyện,Xã,23534152.054085456,,,,,0.0,94.0,77.0,175.0,502.0
VNM.26.11.12_1,HàGiang,YênMinh,NgọcLong,Tỉnh,Huyện,Xã,94614939.46892662,,,,,0.0,71.0,115.0,300.0,1130.0
VNM.26.11.5_1,HàGiang,YênMinh,ĐườngThượng,Tỉnh,Huyện,Xã,51516845.434914425,,,,,0.0,112.0,104.0,177.0,489.0
VNM.26.9.4_1,HàGiang,VịXuyên,KimLinh,Tỉnh,Huyện,Xã,41138133.15358811,,,,,0.0,57.0,100.0,196.0,290.0
VNM.26.5.9_1,HàGiang,HoàngSuPhì,NậmDịch,Tỉnh,Huyện,Xã,17492174.41882023,,,,,0.0,38.0,53.0,129.0,218.0
VNM.26.5.12_1,HàGiang,HoàngSuPhì,NamSơn,Tỉnh,Huyện,Xã,30788857.901587993,,,,,0.0,46.0,88.0,188.0,353.0
VNM.26.10.5_1,HàGiang,XínMần,ChếLà,Tỉnh,Huyện,Xã,26662413.7241968,,,,,0.0,24.0,66.0,186.0,396.0
VNM.26.2.22_1,HàGiang,BắcQuang,VĩnhTuy,Tỉnh,Huyện,ThịTrấn,11474584.463183327,72.0,213.0,214.0,257.0,208.0,0.0,,,0.0
VNM.26.2.3_1,HàGiang,BắcQuang,ĐồngTiến,Tỉnh,Huyện,Xã,35838538.91420587,,,,,0.0,39.0,79.0,126.0,251.0
VNM.26.2.19_1,HàGiang,BắcQuang,ViệtVinh,Tỉnh,Huyện,Xã,45150103.44403357,,,,,0.0,296.0,276.0,419.0,422.0
VNM.26.8.14_1,HàGiang,QuangBình,YênHà,Tỉnh,Huyện,Xã,48311770.29073747,,,,,0.0,192.0,218.0,275.0,296.0
VNM.14.2.1_1,CaoBằng,BảoLâm,ĐứcHạnh,Tỉnh,Huyện,Xã,89431623.3684014,,,,,0.0,118.0,122.0,252.0,664.0
VNM.14.2.9_1,CaoBằng,BảoLâm,ThạchLâm,Tỉnh,Huyện,Xã,78569537.13870908,,,,,0.0,138.0,123.0,285.0,850.0
VNM.14.11.11_1,CaoBằng,ThôngNông,YênSơn,Tỉnh,Huyện,Xã,30013940.574646182,,,,,0.0,24.0,31.0,59.0,131.0
VNM.14.5.4_1,CaoBằng,HàQuảng,HồngSĩ,Tỉnh,Huyện,Xã,20358688.421199385,,,,,0.0,50.0,50.0,113.0,132.0
VNM.14.12.6_1,CaoBằng,TràLĩnh,QuangHán,Tỉnh,Huyện,Xã,23545042.283611838,,,,,0.0,110.0,144.0,175.0,201.0
VNM.14.9.5_1,CaoBằng,QuảngUyên,ĐoàiKhôn,Tỉnh,Huyện,Xã,16593740.18067738,,,,,0.0,66.0,93.0,96.0,99.0
VNM.14.9.12_1,CaoBằng,QuảngUyên,PhúcSen,Tỉnh,Huyện,Xã,12815899.894835485,,,,,0.0,75.0,126.0,126.0,146.0
VNM.14.8.3_1,CaoBằng,PhụcHoà,HồngĐại,Tỉnh,Huyện,Xã,20006907.96605771,,,,,0.0,100.0,142.0,121.0,156.0
VNM.14.6.9_1,CaoBằng,HoàAn,DânChủ,Tỉnh,Huyện,Xã,55851750.46972378,,,,,0.0,390.0,335.0,316.0,359.0
VNM.14.6.21_1,CaoBằng,HoàAn,TrươngVương,Tỉnh,Huyện,Xã,22601042.98762533,,,,,0.0,49.0,111.0,115.0,156.0
VNM.14.7.10_1,CaoBằng,NguyênBình,PhanThanh,Tỉnh,Huyện,Xã,83652239.67002407,,,,,0.0,83.0,98.0,177.0,329.0
VNM.14.10.7_1,CaoBằng,ThạchAn,KimĐồng,Tỉnh,Huyện,Xã,53786775.90994059,,,,,0.0,203.0,199.0,210.0,184.0
VNM.4.1.6_1,BắcKạn,BạchThông,LụcBình,Tỉnh,Huyện,Xã,29235368.12936438,,,,,0.0,192.0,183.0,157.0,136.0
VNM.4.1.12_1,BắcKạn,BạchThông,QuangThuận,Tỉnh,Huyện,Xã,32425662.580436416,,,,,0.0,107.0,118.0,150.0,145.0
VNM.4.3.3_1,BắcKạn,ChợĐồn,BằngLũng,Tỉnh,Huyện,ThịTrấn,25824814.852476776,153.0,358.0,497.0,502.0,467.0,0.0,,,0.0
VNM.4.3.18_1,BắcKạn,ChợĐồn,XuânLạc,Tỉnh,Huyện,Xã,85461786.43837376,,,,,0.0,151.0,154.0,195.0,377.0
VNM.4.3.5_1,BắcKạn,ChợĐồn,BìnhTrung,Tỉnh,Huyện,Xã,65317843.00148113,,,,,0.0,148.0,180.0,195.0,266.0
VNM.4.4.12_1,BắcKạn,ChợMới,ThanhMai,Tỉnh,Huyện,Xã,41162734.95491079,,,,,0.0,159.0,194.0,202.0,165.0
VNM.4.5.7_1,BắcKạn,NaRì,HảoNghĩa,Tỉnh,Huyện,Xã,23000660.64221491,,,,,0.0,78.0,111.0,75.0,104.0
VNM.60.4.2_1,TuyênQuang,NàHang,ĐàVị,Tỉnh,Huyện,Xã,79120118.61645809,,,,,0.0,219.0,261.0,381.0,485.0
VNM.60.1.17_1,TuyênQuang,ChiêmHóa,TânMỹ,Tỉnh,Huyện,Xã,71887961.69863687,,,,,0.0,415.0,478.0,576.0,505.0
VNM.60.1.18_1,TuyênQuang,ChiêmHóa,TânThịnh,Tỉnh,Huyện,Xã,18132618.51375934,,,,,0.0,202.0,221.0,242.0,282.0
VNM.60.1.4_1,TuyênQuang,ChiêmHóa,HòaAn,Tỉnh,Huyện,Xã,24116309.590342678,,,,,0.0,271.0,331.0,365.0,333.0
VNM.60.7.1_1,TuyênQuang,YênSơn,ChânSơn,Tỉnh,Huyện,Xã,27110430.22291494,,,,,0.0,277.0,277.0,364.0,350.0
VNM.60.7.26_1,TuyênQuang,YênSơn,TiếnBộ,Tỉnh,Huyện,Xã,45877015.51357001,,,,,0.0,307.0,283.0,401.0,409.0
VNM.60.5.24_1,TuyênQuang,SơnDương,TânTrào,Tỉnh,Huyện,Xã,35118224.094955705,,,,,0.0,196.0,241.0,358.0,403.0
VNM.60.5.8_1,TuyênQuang,SơnDương,HồngLạc,Tỉnh,Huyện,Xã,9823024.141112551,,,,,0.0,396.0,276.0,438.0,360.0
VNM.38.5.10_1,LàoCai,LàoCai,LàoCai,Tỉnh,ThànhPhố,Phường,3372604.1894221804,47.0,111.0,127.0,143.0,126.0,0.0,,,0.0
VNM.38.5.14_1,LàoCai,LàoCai,TảPhời,Tỉnh,ThànhPhố,Xã,88686633.59248148,,,,,0.0,265.0,225.0,439.0,565.0
VNM.38.4.3_1,LàoCai,BátXát,BảnQua,Tỉnh,Huyện,Xã,53935729.14129622,,,,,0.0,219.0,272.0,479.0,524.0
VNM.38.6.4_1,LàoCai,MườngKhương,DìnChin,Tỉnh,Huyện,Xã,29751963.980823338,,,,,0.0,47.0,80.0,121.0,464.0
VNM.38.6.6_1,LàoCai,MườngKhương,LùngKhấuNhin,Tỉnh,Huyện,Xã,29510236.794385925,,,,,0.0,37.0,89.0,155.0,359.0
VNM.38.8.7_1,LàoCai,SiMaCai,NànSán,Tỉnh,Huyện,Xã,21485737.68514312,,,,,0.0,39.0,129.0,194.0,359.0
VNM.38.8.2_1,LàoCai,SiMaCai,CánCấu,Tỉnh,Huyện,Xã,16460141.241058,,,,,0.0,57.0,64.0,166.0,305.0
VNM.38.3.6_1,LàoCai,BắcHà,BắcHà,Tỉnh,Huyện,ThịTrấn,1572351.3536001544,135.0,312.0,365.0,415.0,285.0,0.0,,,0.0
VNM.38.2.3_1,LàoCai,BảoYên,ĐiệnQuan,Tỉnh,Huyện,Xã,43582811.40673445,,,,,0.0,104.0,150.0,241.0,411.0
VNM.38.7.3_1,LàoCai,SaPa,BảnPhùng,Tỉnh,Huyện,Xã,30629782.326065917,,,,,0.0,35.0,21.0,72.0,249.0
VNM.38.9.6_1,LàoCai,VănBàn,KhánhYênHạ,Tỉnh,Huyện,Xã,65641823.22232349,,,,,0.0,189.0,258.0,345.0,400.0
VNM.20.6.3_1,ĐiệnBiên,MườngNhé,LengSuSìn,Tỉnh,Huyện,Xã,180209770.87697124,,,,,0.0,69.0,69.0,127.0,344.0
VNM.20.8.12_1,ĐiệnBiên,TủaChùa,XínChải,Tỉnh,Huyện,Xã,92166040.5893107,,,,,0.0,83.0,79.0,189.0,570.0
VNM.20.10.11_1,ĐiệnBiên,TuầnGiáo,PúXi,Tỉnh,Huyện,Xã,123973616.14962812,,,,,0.0,41.0,52.0,100.0,387.0
VNM.20.10.16_1,ĐiệnBiên,TuầnGiáo,TỏaTình,Tỉnh,Huyện,Xã,65077269.16712793,,,,,0.0,70.0,108.0,182.0,197.0
VNM.20.10.3_1,ĐiệnBiên,TuầnGiáo,MườngKhong,Tỉnh,Huyện,Xã,120158360.97520204,,,,,0.0,35.0,69.0,175.0,383.0
VNM.20.10.2_1,ĐiệnBiên,TuầnGiáo,ChiềngSinh,Tỉnh,Huyện,Xã,29041964.064905547,,,,,0.0,95.0,173.0,298.0,521.0
VNM.20.3.23_1,ĐiệnBiên,ĐiệnBiên,ThanhNưa,Tỉnh,Huyện,Xã,26332405.715082705,,,,,0.0,205.0,275.0,292.0,293.0
VNM.20.3.12_1,ĐiệnBiên,ĐiệnBiên,NoongLuống,Tỉnh,Huyện,Xã,20962950.49325223,,,,,0.0,332.0,324.0,393.0,378.0
VNM.36.6.12_1,LaiChâu,TamĐường,TảLèng,Tỉnh,Huyện,Xã,50516236.318260886,,,,,0.0,44.0,82.0,219.0,504.0
VNM.36.2.8_1,LaiChâu,MườngTè,NậmKhao,Tỉnh,Huyện,Xã,107182649.8525218,,,,,0.0,87.0,80.0,99.0,146.0
VNM.36.5.6_1,LaiChâu,SìnHồ,MaQuai,Tỉnh,Huyện,Xã,48347667.69971733,,,,,0.0,52.0,67.0,208.0,466.0
VNM.36.4.14_1,LaiChâu,PhongThổ,PhongThổ,Tỉnh,Huyện,ThịTrấn,40766355.810188696,92.0,180.0,326.0,450.0,348.0,0.0,,,0.0
VNM.36.4.15_1,LaiChâu,PhongThổ,SìLờLầu,Tỉnh,Huyện,Xã,46777288.51504358,,,,,0.0,64.0,74.0,172.0,486.0
VNM.36.4.13_1,LaiChâu,PhongThổ,PaVâySử,Tỉnh,Huyện,Xã,41370820.85052854,,,,,0.0,70.0,51.0,80.0,240.0
VNM.36.8.8_1,LaiChâu,ThanUyên,PhúcThan,Tỉnh,Huyện,Xã,62062898.35490394,,,,,0.0,161.0,249.0,631.0,1076.0
VNM.36.8.10_1,LaiChâu,ThanUyên,TàHừa,Tỉnh,Huyện,Xã,74687603.99524258,,,,,0.0,21.0,69.0,151.0,252.0
VNM.36.3.6_1,LaiChâu,NậmNhùn,NậmHàng,Tỉnh,Huyện,Xã,173090207.83894446,,,,,0.0,123.0,125.0,228.0,410.0
VNM.52.10.19_1,SơnLa,ThuậnChâu,NậmLầu,Tỉnh,Huyện,Xã,156116856.41561118,,,,,0.0,49.0,176.0,491.0,835.0
VNM.52.4.5_1,SơnLa,MườngLa,ChiềngMuôn,Tỉnh,Huyện,Xã,81212631.6127555,,,,,0.0,22.0,36.0,81.0,215.0
VNM.52.4.6_1,SơnLa,MườngLa,ChiềngSan,Tỉnh,Huyện,Xã,33325567.966921907,,,,,0.0,53.0,119.0,269.0,376.0
VNM.52.4.10_1,SơnLa,MườngLa,MườngChùm,Tỉnh,Huyện,Xã,57737505.95205202,,,,,0.0,190.0,249.0,537.0,588.0
VNM.52.1.15_1,SơnLa,BắcYên,TàXùa,Tỉnh,Huyện,Xã,40683115.657927394,,,,,0.0,28.0,28.0,87.0,388.0
VNM.52.5.25_1,SơnLa,PhùYên,TườngPhù,Tỉnh,Huyện,Xã,14728312.325960914,,,,,0.0,166.0,262.0,398.0,403.0
VNM.52.5.1_1,SơnLa,PhùYên,BắcPhong,Tỉnh,Huyện,Xã,41001277.209929645,,,,,0.0,61.0,102.0,140.0,162.0
VNM.52.2.5_1,SơnLa,MộcChâu,HuaPăng,Tỉnh,Huyện,Xã,68180899.09302247,,,,,0.0,194.0,243.0,363.0,308.0
VNM.52.2.2_1,SơnLa,MộcChâu,ChiềngKhừa,Tỉnh,Huyện,Xã,84130535.31313461,,,,,0.0,135.0,157.0,198.0,340.0
VNM.52.2.8_1,SơnLa,MộcChâu,MườngSang,Tỉnh,Huyện,Xã,90384320.66084096,,,,,0.0,341.0,357.0,452.0,449.0
VNM.52.2.4_1,SơnLa,MộcChâu,ĐôngSang,Tỉnh,Huyện,Xã,45674372.51767712,,,,,0.0,186.0,227.0,354.0,543.0
VNM.52.12.9_1,SơnLa,YênChâu,MườngLựm,Tỉnh,Huyện,Xã,51150920.8026879,,,,,0.0,42.0,95.0,183.0,368.0
VNM.52.12.4_1,SơnLa,YênChâu,ChiềngOn,Tỉnh,Huyện,Xã,66321823.61384149,,,,,0.0,99.0,165.0,379.0,643.0
VNM.52.3.10_1,SơnLa,MaiSơn,ChiềngSung,Tỉnh,Huyện,Xã,46485520.550538674,,,,,0.0,215.0,250.0,457.0,488.0
VNM.52.7.8_1,SơnLa,SốpCộp,SamKha,Tỉnh,Huyện,Xã,131857973.61318891,,,,,0.0,20.0,39.0,99.0,415.0
VNM.52.7.4_1,SơnLa,SốpCộp,MườngVà,Tỉnh,Huyện,Xã,279562206.4866081,,,,,0.0,236.0,415.0,672.0,1117.0
VNM.63.8.17_1,YênBái,YênBái,YênThịnh,Tỉnh,ThànhPhố,Phường,3875437.222870737,273.0,649.0,605.0,645.0,507.0,0.0,,,0.0
VNM.63.1.13_1,YênBái,LụcYên,MườngLai,Tỉnh,Huyện,Xã,41494435.57190367,,,,,0.0,371.0,434.0,493.0,418.0
VNM.63.1.15_1,YênBái,LụcYên,PhúcLợi,Tỉnh,Huyện,Xã,83798411.02628455,,,,,0.0,187.0,223.0,512.0,568.0
VNM.63.7.4_1,YênBái,VănYên,ChâuQuếThượng,Tỉnh,Huyện,Xã,75763284.65050757,,,,,0.0,201.0,231.0,294.0,273.0
VNM.63.7.24_1,YênBái,VănYên,YênHợp,Tỉnh,Huyện,Xã,17935589.569269296,,,,,0.0,275.0,203.0,411.0,244.0
VNM.63.7.25_1,YênBái,VănYên,YênHưng,Tỉnh,Huyện,Xã,10848928.958468571,,,,,0.0,207.0,144.0,197.0,109.0
VNM.63.5.5_1,YênBái,TrấnYên,ĐàoThịnh,Tỉnh,Huyện,Xã,13039578.370784085,,,,,0.0,218.0,145.0,258.0,165.0
VNM.63.6.24_1,YênBái,VănChấn,SuốiGiàng,Tỉnh,Huyện,Xã,60316637.020599216,,,,,0.0,65.0,78.0,197.0,400.0
VNM.63.6.18_1,YênBái,VănChấn,PhùNham,Tỉnh,Huyện,Xã,21071154.44686072,,,,,0.0,350.0,372.0,579.0,578.0
VNM.63.6.22_1,YênBái,VănChấn,SơnThịnh,Tỉnh,Huyện,Xã,31837617.727633424,,,,,0.0,777.0,576.0,748.0,513.0
VNM.30.3.9_1,HoàBình,HòaBình,TânThịnh,Tỉnh,ThànhPhố,Phường,3999309.50623816,453.0,911.0,907.0,932.0,663.0,0.0,,,0.0
VNM.27.29.1_1,HàNội,ThanhXuân,HạĐình,ThànhPhố,Quận,Phường,749958.1557030726,541.0,1081.0,1076.0,1470.0,1112.0,0.0,,,0.0
VNM.27.28.5_1,HàNội,ThanhTrì,LiênNinh,ThànhPhố,Huyện,Xã,4173865.476380734,,,,,0.0,1309.0,903.0,1453.0,1003.0
VNM.27.4.22_1,HàNội,BaVì,TâyĐằng,ThànhPhố,Huyện,ThịTrấn,14362991.739113322,225.0,565.0,604.0,1042.0,1422.0,0.0,,,0.0
VNM.27.8.6_1,HàNội,ĐanPhượng,LiênHà,ThànhPhố,Huyện,Xã,3413317.061671163,,,,,0.0,417.0,292.0,647.0,852.0
VNM.27.6.6_1,HàNội,ChươngMỹ,ĐôngSơn,ThànhPhố,Huyện,Xã,7937911.199396664,,,,,0.0,344.0,375.0,737.0,1054.0
VNM.26.7.9_1,HàGiang,QuảnBạ,TảVán,Tỉnh,Huyện,Xã,43568505.31705691,,,,,0.0,127.0,117.0,183.0,218.0
VNM.14.1.3_1,CaoBằng,BảoLạc,CốcPàng,Tỉnh,Huyện,Xã,81470609.13886037,,,,,0.0,66.0,97.0,199.0,380.0
VNM.14.13.19_1,CaoBằng,TrùngKhánh,TrùngKhánh,Tỉnh,Huyện,ThịTrấn,4694458.516241467,150.0,258.0,340.0,358.0,376.0,0.0,,,0.0
VNM.38.4.14_1,LàoCai,BátXát,NậmPung,Tỉnh,Huyện,Xã,39427590.45993018,,,,,0.0,39.0,31.0,97.0,221.0
VNM.20.2.7_1,ĐiệnBiên,ĐiệnBiênPhủ,ThanhBình,Tỉnh,ThànhPhố,Phường,833698.7131550519,90.0,288.0,322.0,377.0,291.0,0.0,,,0.0
VNM.20.10.19_1,ĐiệnBiên,TuầnGiáo,TuầnGiáo,Tỉnh,Huyện,ThịTrấn,17008383.39744127,161.0,394.0,475.0,583.0,530.0,0.0,,,0.0
VNM.27.7.5_1,HàNội,ĐốngĐa,KimLiên,ThànhPhố,Quận,Phường,321612.25815241225,420.0,793.0,848.0,1121.0,885.0,0.0,,,0.0
VNM.27.23.18_1,HàNội,SócSơn,TânDân,ThànhPhố,Huyện,Xã,10611708.410402985,,,,,0.0,614.0,603.0,1209.0,1354.0
VNM.38.4.8_1,LàoCai,BátXát,CốcSan,Tỉnh,Huyện,Xã,19218824.955565054,,,,,0.0,263.0,244.0,399.0,347.0
VNM.52.4.4_1,SơnLa,MườngLa,ChiềngLao,Tỉnh,Huyện,Xã,129043317.43315424,,,,,0.0,245.0,408.0,682.0,890.0
VNM.36.7.7_1,LaiChâu,TânUyên,TàMít,Tỉnh,Huyện,Xã,105212238.82147855,,,,,0.0,23.0,31.0,77.0,184.0
VNM.26.3.1_1,HàGiang,ĐồngVăn,ĐồngVăn,Tỉnh,Huyện,ThịTrấn,36732136.53934342,156.0,257.0,377.0,495.0,638.0,0.0,,,0.0
VNM.27.26.16_1,HàNội,ThạchThất,PhúKim,ThànhPhố,Huyện,Xã,6161084.274468427,,,,,0.0,983.0,565.0,779.0,615.0
VNM.27.23.8_1,HàNội,SócSơn,MaiĐình,ThànhPhố,Huyện,Xã,14846150.812505333,,,,,0.0,703.0,768.0,1383.0,2253.0
VNM.26.5.19_1,HàGiang,HoàngSuPhì,TụNhân,Tỉnh,Huyện,Xã,26134974.983837474,,,,,0.0,49.0,124.0,268.0,374.0
VNM.26.10.2_1,HàGiang,XínMần,BảnNgò,Tỉnh,Huyện,Xã,19515669.68115387,,,,,0.0,40.0,89.0,218.0,421.0
VNM.4.2.15_1,BắcKạn,BaBể,ThượngGiáo,Tỉnh,Huyện,Xã,32615038.64116442,,,,,0.0,195.0,260.0,205.0,243.0
VNM.4.3.10_1,BắcKạn,ChợĐồn,NamCường,Tỉnh,Huyện,Xã,32294189.35694068,,,,,0.0,138.0,190.0,207.0,259.0
VNM.60.5.33_1,TuyênQuang,SơnDương,VĩnhLợi,Tỉnh,Huyện,Xã,21530453.960022245,,,,,0.0,366.0,431.0,657.0,725.0
VNM.20.7.10_1,ĐiệnBiên,NậmPồ,NàHỳ,Tỉnh,Huyện,Xã,83545072.89092177,,,,,0.0,65.0,130.0,200.0,586.0
VNM.52.8.7_1,SơnLa,SơnLa,ChiềngSinh,Tỉnh,ThànhPhố,Phường,22702470.976297483,264.0,571.0,783.0,1090.0,1116.0,0.0,,,0.0
VNM.52.11.9_1,SơnLa,VânHồ,SongKhủa,Tỉnh,Huyện,Xã,51141459.18113372,,,,,0.0,241.0,283.0,406.0,347.0
VNM.63.7.5_1,YênBái,VănYên,ĐạiPhác,Tỉnh,Huyện,Xã,9038140.942682166,,,,,0.0,278.0,247.0,339.0,143.0
VNM.63.7.9_1,YênBái,VănYên,HoàngThắng,Tỉnh,Huyện,Xã,19767551.36608259,,,,,0.0,126.0,128.0,172.0,182.0
VNM.27.13.2_1,HàNội,HoàiĐức,AnThượng,ThànhPhố,Huyện,Xã,7962901.584142758,,,,,0.0,899.0,701.0,1346.0,1416.0
VNM.52.5.13_1,SơnLa,PhùYên,MườngLang,Tỉnh,Huyện,Xã,54460948.63989643,,,,,0.0,147.0,173.0,174.0,201.0
VNM.52.12.11_1,SơnLa,YênChâu,SậpVạt,Tỉnh,Huyện,Xã,59186489.48771708,,,,,0.0,167.0,228.0,232.0,412.0
VNM.27.14.16_1,HàNội,HoànKiếm,PhúcTân,ThànhPhố,Quận,Phường,657192.8842665365,442.0,793.0,971.0,1222.0,1210.0,0.0,,,0.0
VNM.27.23.22_1,HàNội,SócSơn,TiênDược,ThànhPhố,Huyện,Xã,12995555.141731163,,,,,0.0,795.0,876.0,1296.0,1827.0
VNM.4.2.5_1,BắcKạn,BaBể,ChuHương,Tỉnh,Huyện,Xã,34964347.99417577,,,,,0.0,219.0,227.0,209.0,206.0
VNM.4.6.6_1,BắcKạn,NgânSơn,NàPhặc,Tỉnh,Huyện,ThịTrấn,62460915.056768455,110.0,281.0,361.0,459.0,522.0,0.0,,,0.0
VNM.20.6.1_1,ĐiệnBiên,MườngNhé,ChungChải,Tỉnh,Huyện,Xã,207914459.6639449,,,,,0.0,137.0,150.0,234.0,619.0
VNM.27.6.26_1,HàNội,ChươngMỹ,ThượngVực,ThànhPhố,Huyện,Xã,4817587.185983906,,,,,0.0,368.0,246.0,466.0,618.0
VNM.27.17.22_1,HàNội,MỹĐức,XuyXá,ThànhPhố,Huyện,Xã,5656450.545392316,,,,,0.0,586.0,439.0,791.0,743.0
VNM.38.9.10_1,LàoCai,VănBàn,LiêmPhú,Tỉnh,Huyện,Xã,60704470.0876658,,,,,0.0,114.0,183.0,294.0,358.0
